    INFO: KinovaMain - Startup!
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000142431
      DEBUG2: [1]: dVel: 0.000732452
      DEBUG2: [2]: dVel: 0.00063169
      DEBUG2: [3]: dVel: 0.00142145
      DEBUG2: [4]: dVel: 0.00815759
      DEBUG2: [5]: dVel: 0.000188178
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000584248
      DEBUG2: [1]: dVel: 0.000378639
      DEBUG2: [2]: dVel: 0.00062412
      DEBUG2: [3]: dVel: 0.00158143
      DEBUG2: [4]: dVel: 0.0102874
      DEBUG2: [5]: dVel: 0.00100485
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000281012
      DEBUG2: [1]: dVel: 0.000542611
      DEBUG2: [2]: dVel: 0.000350535
      DEBUG2: [3]: dVel: 0.00123096
      DEBUG2: [4]: dVel: 0.0137954
      DEBUG2: [5]: dVel: 0.00284584
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000933666
      DEBUG2: [1]: dVel: 3.58224e-05
      DEBUG2: [2]: dVel: 3.98755e-05
      DEBUG2: [3]: dVel: 0.000321865
      DEBUG2: [4]: dVel: 0.0140966
      DEBUG2: [5]: dVel: 0.00389718
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.0013605
      DEBUG2: [1]: dVel: 0.000210196
      DEBUG2: [2]: dVel: 0.000707328
      DEBUG2: [3]: dVel: 0.00198507
      DEBUG2: [4]: dVel: 0.000478912
      DEBUG2: [5]: dVel: 0.00298402
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000117639
      DEBUG2: [1]: dVel: 0.00014326
      DEBUG2: [2]: dVel: 0.000140548
      DEBUG2: [3]: dVel: 0.000548124
      DEBUG2: [4]: dVel: 0.0131465
      DEBUG2: [5]: dVel: 0.00356726
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 7.21626e-05
      DEBUG2: [1]: dVel: 0.000157654
      DEBUG2: [2]: dVel: 0.00113547
      DEBUG2: [3]: dVel: 0.00211048
      DEBUG2: [4]: dVel: 0.00786081
      DEBUG2: [5]: dVel: 0.0017596
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00103263
      DEBUG2: [1]: dVel: 0.000142604
      DEBUG2: [2]: dVel: 0.000455052
      DEBUG2: [3]: dVel: 0.000660658
      DEBUG2: [4]: dVel: 0.0171364
      DEBUG2: [5]: dVel: 0.000680933
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000363104
      DEBUG2: [1]: dVel: 0.000214636
      DEBUG2: [2]: dVel: 0.000551462
      DEBUG2: [3]: dVel: 0.00120556
      DEBUG2: [4]: dVel: 0.00616242
      DEBUG2: [5]: dVel: 0.00245301
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.0010276
      DEBUG2: [1]: dVel: 0.000116795
      DEBUG2: [2]: dVel: 0.000477999
      DEBUG2: [3]: dVel: 0.000952721
      DEBUG2: [4]: dVel: 0.00181782
      DEBUG2: [5]: dVel: 0.000531227
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000208946
      DEBUG2: [1]: dVel: 4.27961e-05
      DEBUG2: [2]: dVel: 0.000678003
      DEBUG2: [3]: dVel: 0.00192261
      DEBUG2: [4]: dVel: 0.0114602
      DEBUG2: [5]: dVel: 0.00143495
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 4.48208e-05
      DEBUG2: [1]: dVel: 0.000167668
      DEBUG2: [2]: dVel: 0.000736147
      DEBUG2: [3]: dVel: 0.00135767
      DEBUG2: [4]: dVel: 0.0075294
      DEBUG2: [5]: dVel: 0.000372168
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000191407
      DEBUG2: [1]: dVel: 0.000168085
      DEBUG2: [2]: dVel: 0.000365376
      DEBUG2: [3]: dVel: 0.00102246
      DEBUG2: [4]: dVel: 0.00601724
      DEBUG2: [5]: dVel: 0.00141634
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000284862
      DEBUG2: [1]: dVel: 3.93391e-05
      DEBUG2: [2]: dVel: 0.000294417
      DEBUG2: [3]: dVel: 0.000902891
      DEBUG2: [4]: dVel: 0.0114004
      DEBUG2: [5]: dVel: 0.000675518
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000693507
      DEBUG2: [1]: dVel: 2.95937e-05
      DEBUG2: [2]: dVel: 0.000297457
      DEBUG2: [3]: dVel: 0.00130606
      DEBUG2: [4]: dVel: 0.00325644
      DEBUG2: [5]: dVel: 0.00220494
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000177668
      DEBUG2: [1]: dVel: 0.000196397
      DEBUG2: [2]: dVel: 0.000402868
      DEBUG2: [3]: dVel: 0.000833154
      DEBUG2: [4]: dVel: 0.00869806
      DEBUG2: [5]: dVel: 0.00172176
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 8.06339e-05
      DEBUG2: [1]: dVel: 0.000120372
      DEBUG2: [2]: dVel: 0.000405669
      DEBUG2: [3]: dVel: 0.00140321
      DEBUG2: [4]: dVel: 0.00506755
      DEBUG2: [5]: dVel: 0.00252007
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000861958
      DEBUG2: [1]: dVel: 0.000295401
      DEBUG2: [2]: dVel: 0.000862926
      DEBUG2: [3]: dVel: 0.00208187
      DEBUG2: [4]: dVel: 0.00433113
      DEBUG2: [5]: dVel: 0.00172996
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00163436
      DEBUG2: [1]: dVel: 0.000101596
      DEBUG2: [2]: dVel: 0.000184715
      DEBUG2: [3]: dVel: 0.000281453
      DEBUG2: [4]: dVel: 0.00234887
      DEBUG2: [5]: dVel: 0.000594925
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000289135
      DEBUG2: [1]: dVel: 9.84967e-05
      DEBUG2: [2]: dVel: 0.000285804
      DEBUG2: [3]: dVel: 0.000684261
      DEBUG2: [4]: dVel: 0.00144827
      DEBUG2: [5]: dVel: 0.000575578
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000451747
      DEBUG2: [1]: dVel: 0.00039953
      DEBUG2: [2]: dVel: 0.00114819
      DEBUG2: [3]: dVel: 0.00276709
      DEBUG2: [4]: dVel: 0.00403377
      DEBUG2: [5]: dVel: 0.00232219
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00142112
      DEBUG2: [1]: dVel: 0.00051257
      DEBUG2: [2]: dVel: 0.00144649
      DEBUG2: [3]: dVel: 0.00352323
      DEBUG2: [4]: dVel: 0.00719194
      DEBUG2: [5]: dVel: 0.000235524
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00130014
      DEBUG2: [1]: dVel: 0.000223577
      DEBUG2: [2]: dVel: 0.000836492
      DEBUG2: [3]: dVel: 0.00250638
      DEBUG2: [4]: dVel: 0.00965623
      DEBUG2: [5]: dVel: 0.00330774
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000977857
      DEBUG2: [1]: dVel: 0.000527292
      DEBUG2: [2]: dVel: 0.00114527
      DEBUG2: [3]: dVel: 0.00212455
      DEBUG2: [4]: dVel: 0.00677795
      DEBUG2: [5]: dVel: 0.00131813
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000528481
      DEBUG2: [1]: dVel: 0.000257701
      DEBUG2: [2]: dVel: 0.000903189
      DEBUG2: [3]: dVel: 0.00287032
      DEBUG2: [4]: dVel: 0.00776498
      DEBUG2: [5]: dVel: 0.00328883
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000161871
      DEBUG2: [1]: dVel: 0.000220865
      DEBUG2: [2]: dVel: 0.000605762
      DEBUG2: [3]: dVel: 0.0015645
      DEBUG2: [4]: dVel: 0.00106001
      DEBUG2: [5]: dVel: 0.00145998
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00016362
      DEBUG2: [1]: dVel: 0.000299245
      DEBUG2: [2]: dVel: 0.000909686
      DEBUG2: [3]: dVel: 0.00243402
      DEBUG2: [4]: dVel: 0.00389308
      DEBUG2: [5]: dVel: 0.00154454
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000292458
      DEBUG2: [1]: dVel: 8.89301e-05
      DEBUG2: [2]: dVel: 0.000134468
      DEBUG2: [3]: dVel: 1.94311e-05
      DEBUG2: [4]: dVel: 0.00103065
      DEBUG2: [5]: dVel: 0.0021059
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000432931
      DEBUG2: [1]: dVel: 0.000108778
      DEBUG2: [2]: dVel: 0.000307471
      DEBUG2: [3]: dVel: 0.000806451
      DEBUG2: [4]: dVel: 0.000350899
      DEBUG2: [5]: dVel: 0.000600927
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [5]: dVel: 0.00261786
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000190131
      DEBUG2: [1]: dVel: 0.000319541
      DEBUG2: [2]: dVel: 0.00107181
      DEBUG2: [3]: dVel: 0.00316072
      DEBUG2: [4]: dVel: 0.00147604
      DEBUG2: [5]: dVel: 0.00214687
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000433605
      DEBUG2: [1]: dVel: 0.000109136
      DEBUG2: [2]: dVel: 0.000308901
      DEBUG2: [3]: dVel: 0.000813127
      DEBUG2: [4]: dVel: 0.000350453
      DEBUG2: [5]: dVel: 0.00201899
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: unfolding from Mode: 5
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG0: Sequence-Point 0 reached.
      DEBUG2: unfolding from Mode: 5
      DEBUG0: CommandHandling: Sent Event 'Unfolded:0'
      DEBUG0: CommandHandling: Recieved Event 'Unfolded:0'
    INFO: StateMachine: Processing Event 'Unfolded'
    INFO: Exiting State Unfolding 
    INFO: Entering State Idle
      DEBUG0: CommandHandling: Sent Event 'NoEvent:0'
      DEBUG0: CommandHandling: Recieved Event 'SetMode:1'
    INFO: StateMachine: Processing Event 'SetMode'
    INFO: Exiting State Idle
    INFO: Entering State ChangeMode
      DEBUG0: CommandHandling: Sent Event 'SetMode:1'
      DEBUG0: CommandHandling: Recieved Event 'NoEvent:0'
      DEBUG0: CommandHandling: Sent Event 'ModeSet:1'
      DEBUG0: CommandHandling: Recieved Event 'ModeSet:0'
    INFO: StateMachine: Processing Event 'ModeSet'
    INFO: Exiting State ChangeMode
    INFO: Entering State Steering
      DEBUG0: CommandHandling: Sent Event 'NoEvent:0'
      DEBUG0: CommandHandling: Recieved Event 'NoEvent:0'
      DEBUG0: CommandHandling: Recieved Event 'Retract:0'
    INFO: StateMachine: Processing Event 'Retract'
    INFO: Exiting State Steering
    INFO: Entering State Retracted
      DEBUG0: CommandHandling: Sent Event 'Retract:0'
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG0: CommandHandling: Recieved Event 'E_Stop:0'
    INFO: StateMachine: Processing Event 'E_Stop'
    INFO: Exiting State Retracted 
    INFO: Entering State EStop
    INFO: Released API control over the arm.
      DEBUG0: CommandHandling: Sent Event 'E_Stop:0'
      DEBUG0: CommandHandling: Recieved Event 'NoEvent:0'
      DEBUG0: CommandHandling: Recieved Event 'QuitEStop:0'
    INFO: StateMachine: Processing Event 'QuitEStop'
    INFO: Exiting State EStop
    INFO: Entering State PowerOff
      DEBUG0: CommandHandling: Sent Event 'QuitEStop:0'
      DEBUG0: CommandHandling: Recieved Event 'Initialize:0'
    INFO: StateMachine: Processing Event 'Initialize'
    INFO: Exiting State PowerOff
    INFO: Entering State Initialize
    INFO: Gained API control over the arm.
      DEBUG2: PositionHandling::ReadFromFile: Objective 3 is Zero
      DEBUG2: PositionHandling::ReadFromFile: Objective 4 is Zero
    INFO: Points successfully loaded from File.
      DEBUG0: Transformation matrices calculated
      DEBUG0: CommandHandling: Sent Event 'Initialized:0'
      DEBUG0: CommandHandling: Recieved Event 'Initialized:0'
    INFO: StateMachine: Processing Event 'Initialized'
    INFO: Exiting State Initialize 
    INFO: Entering State Retracted
      DEBUG0: CommandHandling: Sent Event 'NoEvent:0'
      DEBUG2: retracting from Mode: 5
      DEBUG0: CommandHandling: Recieved Event 'NoEvent:0'
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG0: CommandHandling: Recieved Event 'E_Stop:0'
    INFO: StateMachine: Processing Event 'E_Stop'
    INFO: Exiting State Retracted 
    INFO: Entering State EStop
    INFO: Released API control over the arm.
      DEBUG0: CommandHandling: Sent Event 'E_Stop:0'
ERROR: TCPServer::readTCP(): Error reading from socket
